sample_id,latitude,longitude,grain_size,grain_size_class,beach_type,region,image_path,timestamp,beach_name
SAMPLE_0440,9.333288,75.211118,1.76,coarse,dune,Kerala,images/sample_0440_kerala_dune.jpg,2025-06-12T08:54:40.545109,Kovalam Beach
SAMPLE_0441,12.803069,80.162219,1.08,coarse,berm,Chennai,images/sample_0441_chennai_berm.jpg,2025-06-17T22:48:20.545124,Elliot Beach
SAMPLE_0442,13.076218,80.258012,1.11,coarse,berm,Chennai,images/sample_0442_chennai_berm.jpg,2025-09-08T13:51:27.545139,Covelong Beach
SAMPLE_0443,21.578899,85.032083,1.7,coarse,intertidal,Odisha,images/sample_0443_odisha_intertidal.jpg,2025-08-07T15:06:25.545154,Gopalpur Beach
SAMPLE_0444,17.70655,83.333871,0.68,medium,berm,Vizag,images/sample_0444_vizag_berm.jpg,2025-07-08T17:57:38.545169,RK Beach
SAMPLE_0445,15.690371,74.056082,0.39,fine,berm,Goa,images/sample_0445_goa_berm.jpg,2025-08-25T10:33:33.545183,Palolem Beach
SAMPLE_0446,22.363631,68.102573,1.83,coarse,dune,Gujarat,images/sample_0446_gujarat_dune.jpg,2025-07-15T13:48:18.545196,Mandvi Beach
SAMPLE_0447,19.866628,85.691172,1.16,coarse,intertidal,Odisha,images/sample_0447_odisha_intertidal.jpg,2025-09-28T07:11:21.545211,Puri Beach
SAMPLE_0448,17.752676,83.331018,0.7,medium,berm,Vizag,images/sample_0448_vizag_berm.jpg,2025-05-26T23:26:33.545226,Yarada Beach
SAMPLE_0449,22.674415,72.434515,1.86,coarse,berm,Gujarat,images/sample_0449_gujarat_berm.jpg,2025-09-09T04:58:33.545242,Chorwad Beach
SAMPLE_0450,17.631609,83.383778,1.04,coarse,dune,Vizag,images/sample_0450_vizag_dune.jpg,2025-08-29T04:51:27.545257,Yarada Beach
SAMPLE_0451,22.436261,70.317019,1.62,coarse,dune,Gujarat,images/sample_0451_gujarat_dune.jpg,2025-08-11T01:18:15.545272,Somnath Beach
SAMPLE_0452,17.717472,83.27667,1.88,coarse,intertidal,Vizag,images/sample_0452_vizag_intertidal.jpg,2025-07-25T09:59:37.545286,Yarada Beach
SAMPLE_0453,15.062131,73.793428,0.85,medium,intertidal,Goa,images/sample_0453_goa_intertidal.jpg,2025-05-19T02:31:52.545300,Anjuna Beach
SAMPLE_0454,19.351791,85.929448,1.88,coarse,berm,Odisha,images/sample_0454_odisha_berm.jpg,2025-04-22T09:14:06.545315,Gopalpur Beach
SAMPLE_0455,20.535446,87.269704,1.29,coarse,dune,Odisha,images/sample_0455_odisha_dune.jpg,2025-06-01T17:35:49.545331,Puri Beach
SAMPLE_0456,17.737567,83.298683,0.24,fine,berm,Vizag,images/sample_0456_vizag_berm.jpg,2025-05-28T19:49:52.545346,Yarada Beach
SAMPLE_0457,12.396752,93.171165,1.18,coarse,dune,Andaman,images/sample_0457_andaman_dune.jpg,2025-05-20T07:31:30.545360,Elephant Beach
SAMPLE_0458,11.027747,75.195581,1.59,coarse,dune,Kerala,images/sample_0458_kerala_dune.jpg,2025-07-02T01:22:51.545374,Varkala Beach
SAMPLE_0459,21.444645,71.327362,1.78,coarse,berm,Gujarat,images/sample_0459_gujarat_berm.jpg,2025-09-20T15:09:54.545389,Somnath Beach
SAMPLE_0460,13.197059,93.170392,1.21,coarse,intertidal,Andaman,images/sample_0460_andaman_intertidal.jpg,2025-09-29T06:43:01.545405,Elephant Beach
SAMPLE_0461,17.645251,83.37032,1.13,coarse,intertidal,Vizag,images/sample_0461_vizag_intertidal.jpg,2025-09-25T16:29:08.545420,Yarada Beach
SAMPLE_0462,9.631881,75.99152,1.25,coarse,dune,Kerala,images/sample_0462_kerala_dune.jpg,2025-05-17T08:03:33.545437,Varkala Beach
SAMPLE_0463,17.775503,83.318723,0.12,fine,berm,Vizag,images/sample_0463_vizag_berm.jpg,2025-08-30T02:27:17.545451,Rushikonda Beach
SAMPLE_0464,11.657233,92.235637,1.68,coarse,dune,Andaman,images/sample_0464_andaman_dune.jpg,2025-05-06T07:28:48.545466,Kalapathar Beach
SAMPLE_0465,12.823609,80.139542,0.6,medium,berm,Chennai,images/sample_0465_chennai_berm.jpg,2025-08-16T13:02:49.545481,Covelong Beach
SAMPLE_0466,10.271289,76.714234,1.23,coarse,intertidal,Kerala,images/sample_0466_kerala_intertidal.jpg,2025-06-18T22:54:53.545496,Kovalam Beach
SAMPLE_0467,17.681332,83.315295,1.49,coarse,berm,Vizag,images/sample_0467_vizag_berm.jpg,2025-08-29T00:25:12.545510,Rushikonda Beach
SAMPLE_0468,13.200225,93.551024,1.85,coarse,intertidal,Andaman,images/sample_0468_andaman_intertidal.jpg,2025-04-11T14:53:04.545525,Radhanagar Beach
SAMPLE_0469,9.15357,75.302643,1.65,coarse,berm,Kerala,images/sample_0469_kerala_berm.jpg,2025-05-26T07:37:42.545540,Marari Beach
SAMPLE_0470,21.51534,86.276933,0.33,fine,dune,Odisha,images/sample_0470_odisha_dune.jpg,2025-09-16T04:49:02.545555,Puri Beach
SAMPLE_0471,15.328483,73.816236,1.69,coarse,dune,Goa,images/sample_0471_goa_dune.jpg,2025-04-11T23:23:39.545569,Baga Beach
SAMPLE_0472,21.689038,68.041493,1.15,coarse,dune,Gujarat,images/sample_0472_gujarat_dune.jpg,2025-04-21T17:25:01.545584,Chorwad Beach
SAMPLE_0473,17.714352,83.337173,1.19,coarse,dune,Vizag,images/sample_0473_vizag_dune.jpg,2025-08-09T17:05:34.545598,Rushikonda Beach
SAMPLE_0474,15.101374,74.184564,1.02,coarse,dune,Goa,images/sample_0474_goa_dune.jpg,2025-08-10T07:53:12.545614,Calangute Beach
SAMPLE_0475,12.805917,80.140845,0.65,medium,dune,Chennai,images/sample_0475_chennai_dune.jpg,2025-07-22T11:09:59.545630,Covelong Beach
SAMPLE_0476,12.565738,92.513125,0.66,medium,berm,Andaman,images/sample_0476_andaman_berm.jpg,2025-09-20T20:57:26.545646,Kalapathar Beach
SAMPLE_0477,17.674374,83.319189,0.36,fine,intertidal,Vizag,images/sample_0477_vizag_intertidal.jpg,2025-06-24T19:25:19.545663,RK Beach
SAMPLE_0478,22.869614,68.340522,0.91,medium,intertidal,Gujarat,images/sample_0478_gujarat_intertidal.jpg,2025-06-14T21:30:52.545681,Somnath Beach
SAMPLE_0479,13.088492,80.250567,0.32,fine,berm,Chennai,images/sample_0479_chennai_berm.jpg,2025-04-07T22:33:38.545697,Marina Beach
SAMPLE_0480,15.333432,73.755493,0.55,medium,dune,Goa,images/sample_0480_goa_dune.jpg,2025-06-23T07:37:24.545731,Anjuna Beach
SAMPLE_0481,17.714526,83.385647,1.28,coarse,dune,Vizag,images/sample_0481_vizag_dune.jpg,2025-04-05T09:15:02.545748,Yarada Beach
SAMPLE_0482,12.651087,75.351667,1.03,coarse,berm,Kerala,images/sample_0482_kerala_berm.jpg,2025-05-24T08:14:25.545763,Marari Beach
SAMPLE_0483,13.005362,80.241095,1.74,coarse,dune,Chennai,images/sample_0483_chennai_dune.jpg,2025-09-26T13:07:43.545778,Marina Beach
SAMPLE_0484,20.501472,86.524982,0.83,medium,intertidal,Odisha,images/sample_0484_odisha_intertidal.jpg,2025-07-02T04:20:36.545793,Gopalpur Beach
SAMPLE_0485,17.704396,83.368474,1.13,coarse,berm,Vizag,images/sample_0485_vizag_berm.jpg,2025-06-06T05:57:26.545809,RK Beach
SAMPLE_0486,11.031092,92.326956,1.25,coarse,intertidal,Andaman,images/sample_0486_andaman_intertidal.jpg,2025-06-21T04:54:02.545823,Elephant Beach
SAMPLE_0487,12.837852,80.221964,1.89,coarse,dune,Chennai,images/sample_0487_chennai_dune.jpg,2025-06-08T12:43:23.545838,Elliot Beach
SAMPLE_0488,15.628841,73.850552,0.76,medium,berm,Goa,images/sample_0488_goa_berm.jpg,2025-05-01T14:04:48.545852,Anjuna Beach
SAMPLE_0489,15.115525,74.028231,0.24,fine,berm,Goa,images/sample_0489_goa_berm.jpg,2025-08-13T10:32:18.545866,Calangute Beach
SAMPLE_0490,12.915838,80.2697,1.74,coarse,intertidal,Chennai,images/sample_0490_chennai_intertidal.jpg,2025-07-29T19:43:48.545880,Elliot Beach
SAMPLE_0491,12.271176,76.847705,0.62,medium,dune,Kerala,images/sample_0491_kerala_dune.jpg,2025-07-31T02:20:06.545894,Marari Beach
SAMPLE_0492,17.788417,83.245404,1.83,coarse,dune,Vizag,images/sample_0492_vizag_dune.jpg,2025-06-24T21:15:55.545910,Rushikonda Beach
SAMPLE_0493,9.527136,76.578343,0.83,medium,intertidal,Kerala,images/sample_0493_kerala_intertidal.jpg,2025-08-13T20:34:59.545927,Marari Beach
SAMPLE_0494,13.426635,92.295329,1.86,coarse,intertidal,Andaman,images/sample_0494_andaman_intertidal.jpg,2025-06-26T15:36:16.545941,Radhanagar Beach
SAMPLE_0495,10.409669,74.922611,1.26,coarse,intertidal,Kerala,images/sample_0495_kerala_intertidal.jpg,2025-04-21T03:00:31.545956,Varkala Beach
SAMPLE_0496,15.347153,73.792898,1.52,coarse,berm,Goa,images/sample_0496_goa_berm.jpg,2025-06-08T20:51:59.545973,Anjuna Beach
SAMPLE_0497,13.190869,80.212116,1.19,coarse,intertidal,Chennai,images/sample_0497_chennai_intertidal.jpg,2025-08-16T05:40:16.545988,Marina Beach
SAMPLE_0498,12.808511,80.137751,1.41,coarse,dune,Chennai,images/sample_0498_chennai_dune.jpg,2025-07-24T07:20:22.546003,Marina Beach
SAMPLE_0499,17.60536,83.263609,0.45,fine,intertidal,Vizag,images/sample_0499_vizag_intertidal.jpg,2025-09-19T16:46:48.546018,Yarada Beach
SAMPLE_0500,20.942918,86.601863,1.68,coarse,berm,Odisha,images/sample_0500_odisha_berm.jpg,2025-05-31T02:25:56.546032,Puri Beach
SAMPLE_0501,12.180224,92.281305,1.82,coarse,berm,Andaman,images/sample_0501_andaman_berm.jpg,2025-05-21T18:31:49.546047,Radhanagar Beach
SAMPLE_0502,21.266156,70.809748,0.33,fine,intertidal,Gujarat,images/sample_0502_gujarat_intertidal.jpg,2025-09-20T02:42:12.546063,Mandvi Beach
SAMPLE_0503,20.852571,87.205573,0.4,fine,intertidal,Odisha,images/sample_0503_odisha_intertidal.jpg,2025-05-14T02:30:42.546083,Puri Beach
SAMPLE_0504,12.556049,92.761852,0.75,medium,berm,Andaman,images/sample_0504_andaman_berm.jpg,2025-07-11T05:29:44.546100,Kalapathar Beach
SAMPLE_0505,10.885789,75.485941,1.43,coarse,berm,Kerala,images/sample_0505_kerala_berm.jpg,2025-09-05T09:21:44.546274,Marari Beach
SAMPLE_0506,8.884767,75.218343,0.75,medium,berm,Kerala,images/sample_0506_kerala_berm.jpg,2025-08-01T04:41:45.546301,Varkala Beach
SAMPLE_0507,20.495439,85.176436,0.84,medium,berm,Odisha,images/sample_0507_odisha_berm.jpg,2025-04-17T18:18:28.546319,Gopalpur Beach
SAMPLE_0508,11.387267,92.57708,0.8,medium,berm,Andaman,images/sample_0508_andaman_berm.jpg,2025-05-09T05:34:50.546337,Radhanagar Beach
SAMPLE_0509,17.797209,83.215458,1.26,coarse,dune,Vizag,images/sample_0509_vizag_dune.jpg,2025-07-19T07:01:57.546354,Yarada Beach
SAMPLE_0510,21.63532,72.402652,0.96,medium,dune,Gujarat,images/sample_0510_gujarat_dune.jpg,2025-07-16T21:48:45.546371,Somnath Beach
SAMPLE_0511,21.518236,85.082264,0.46,fine,dune,Odisha,images/sample_0511_odisha_dune.jpg,2025-08-18T01:55:06.546388,Puri Beach
SAMPLE_0512,15.225727,73.820422,1.01,coarse,dune,Goa,images/sample_0512_goa_dune.jpg,2025-04-11T00:15:38.546404,Baga Beach
SAMPLE_0513,10.195398,75.644407,0.58,medium,berm,Kerala,images/sample_0513_kerala_berm.jpg,2025-07-15T13:50:27.546419,Varkala Beach
SAMPLE_0514,12.247615,92.810779,1.39,coarse,berm,Andaman,images/sample_0514_andaman_berm.jpg,2025-06-17T03:00:16.546433,Elephant Beach
SAMPLE_0515,15.781047,74.191228,1.64,coarse,dune,Goa,images/sample_0515_goa_dune.jpg,2025-08-20T11:08:31.546446,Anjuna Beach
SAMPLE_0516,17.676832,83.30404,1.54,coarse,intertidal,Vizag,images/sample_0516_vizag_intertidal.jpg,2025-06-24T19:45:38.546460,RK Beach
SAMPLE_0517,20.805691,68.403518,1.86,coarse,berm,Gujarat,images/sample_0517_gujarat_berm.jpg,2025-06-12T06:16:52.546474,Somnath Beach
SAMPLE_0518,19.366511,85.210214,0.58,medium,dune,Odisha,images/sample_0518_odisha_dune.jpg,2025-05-06T13:33:09.546487,Gopalpur Beach
SAMPLE_0519,17.744262,83.226395,0.48,fine,berm,Vizag,images/sample_0519_vizag_berm.jpg,2025-06-16T19:07:59.546500,RK Beach
SAMPLE_0520,8.345048,75.298894,0.49,fine,intertidal,Kerala,images/sample_0520_kerala_intertidal.jpg,2025-06-20T04:42:17.546512,Marari Beach
SAMPLE_0521,15.146682,73.997649,1.29,coarse,intertidal,Goa,images/sample_0521_goa_intertidal.jpg,2025-08-27T22:56:55.546526,Calangute Beach
SAMPLE_0522,21.032581,69.140064,1.55,coarse,dune,Gujarat,images/sample_0522_gujarat_dune.jpg,2025-08-01T19:18:57.546543,Mandvi Beach
SAMPLE_0523,17.750301,83.317794,1.16,coarse,berm,Vizag,images/sample_0523_vizag_berm.jpg,2025-05-19T11:41:04.546557,RK Beach
SAMPLE_0524,17.643377,83.351352,0.55,medium,dune,Vizag,images/sample_0524_vizag_dune.jpg,2025-04-27T02:22:34.546571,Yarada Beach
SAMPLE_0525,15.206373,73.725123,0.76,medium,dune,Goa,images/sample_0525_goa_dune.jpg,2025-05-30T13:56:22.546585,Baga Beach
SAMPLE_0526,22.654306,71.079573,0.18,fine,dune,Gujarat,images/sample_0526_gujarat_dune.jpg,2025-05-01T20:02:58.546598,Somnath Beach
SAMPLE_0527,20.771684,85.75094,0.86,medium,dune,Odisha,images/sample_0527_odisha_dune.jpg,2025-09-18T23:21:02.546611,Gopalpur Beach
SAMPLE_0528,8.896398,74.959997,1.04,coarse,intertidal,Kerala,images/sample_0528_kerala_intertidal.jpg,2025-08-21T16:32:08.546623,Marari Beach
SAMPLE_0529,13.009929,80.223978,0.48,fine,dune,Chennai,images/sample_0529_chennai_dune.jpg,2025-09-11T02:04:05.546636,Covelong Beach
SAMPLE_0530,12.992906,80.266591,1.66,coarse,berm,Chennai,images/sample_0530_chennai_berm.jpg,2025-05-21T07:11:51.546651,Marina Beach
SAMPLE_0531,10.820384,76.457971,1.88,coarse,intertidal,Kerala,images/sample_0531_kerala_intertidal.jpg,2025-04-29T01:54:42.546666,Kovalam Beach
SAMPLE_0532,10.605174,75.489925,1.88,coarse,dune,Kerala,images/sample_0532_kerala_dune.jpg,2025-08-27T14:21:21.546680,Marari Beach
SAMPLE_0533,13.018049,80.103273,1.03,coarse,intertidal,Chennai,images/sample_0533_chennai_intertidal.jpg,2025-07-04T14:14:26.546694,Elliot Beach
SAMPLE_0534,21.863017,68.833182,0.46,fine,dune,Gujarat,images/sample_0534_gujarat_dune.jpg,2025-09-15T10:21:04.546733,Somnath Beach
SAMPLE_0535,17.619362,83.203912,1.08,coarse,intertidal,Vizag,images/sample_0535_vizag_intertidal.jpg,2025-09-27T11:12:24.546750,Rushikonda Beach
SAMPLE_0536,15.385319,73.863278,0.46,fine,berm,Goa,images/sample_0536_goa_berm.jpg,2025-06-03T01:28:16.546764,Palolem Beach
SAMPLE_0537,13.621551,92.543278,1.24,coarse,dune,Andaman,images/sample_0537_andaman_dune.jpg,2025-07-08T14:28:05.546778,Elephant Beach
SAMPLE_0538,20.213514,70.743188,0.8,medium,berm,Gujarat,images/sample_0538_gujarat_berm.jpg,2025-08-22T19:48:06.546792,Chorwad Beach
SAMPLE_0539,13.04068,93.520181,1.73,coarse,berm,Andaman,images/sample_0539_andaman_berm.jpg,2025-04-22T23:13:52.546806,Kalapathar Beach
SAMPLE_0540,13.684541,93.113323,0.94,medium,intertidal,Andaman,images/sample_0540_andaman_intertidal.jpg,2025-09-02T02:04:22.546821,Kalapathar Beach
SAMPLE_0541,20.555948,85.748153,0.59,medium,berm,Odisha,images/sample_0541_odisha_berm.jpg,2025-08-12T08:43:19.546835,Gopalpur Beach
SAMPLE_0542,15.448421,74.185412,0.89,medium,berm,Goa,images/sample_0542_goa_berm.jpg,2025-05-12T21:40:06.546851,Calangute Beach
SAMPLE_0543,17.630074,83.207246,0.9,medium,intertidal,Vizag,images/sample_0543_vizag_intertidal.jpg,2025-09-03T05:19:53.546867,Rushikonda Beach
SAMPLE_0544,20.515584,70.79602,0.71,medium,dune,Gujarat,images/sample_0544_gujarat_dune.jpg,2025-07-21T10:24:38.546881,Chorwad Beach
SAMPLE_0545,17.673939,83.245163,0.31,fine,berm,Vizag,images/sample_0545_vizag_berm.jpg,2025-04-22T01:21:37.546895,Yarada Beach
SAMPLE_0546,11.606512,93.400235,1.46,coarse,dune,Andaman,images/sample_0546_andaman_dune.jpg,2025-04-23T13:49:28.546910,Radhanagar Beach
SAMPLE_0547,17.693857,83.270156,1.03,coarse,berm,Vizag,images/sample_0547_vizag_berm.jpg,2025-04-11T19:35:01.546924,Yarada Beach
SAMPLE_0548,12.827099,80.143773,1.54,coarse,intertidal,Chennai,images/sample_0548_chennai_intertidal.jpg,2025-09-05T18:51:06.546939,Covelong Beach
SAMPLE_0549,11.83156,93.479474,1.2,coarse,dune,Andaman,images/sample_0549_andaman_dune.jpg,2025-08-16T23:10:28.546953,Kalapathar Beach
SAMPLE_0550,15.530677,74.176209,1.3,coarse,intertidal,Goa,images/sample_0550_goa_intertidal.jpg,2025-05-24T23:38:23.546968,Palolem Beach
SAMPLE_0551,20.465409,70.793318,0.59,medium,dune,Gujarat,images/sample_0551_gujarat_dune.jpg,2025-08-22T23:54:14.546984,Chorwad Beach
SAMPLE_0552,20.22968,69.181518,1.55,coarse,berm,Gujarat,images/sample_0552_gujarat_berm.jpg,2025-06-21T23:38:15.546998,Mandvi Beach
SAMPLE_0553,15.778149,73.72917,1.68,coarse,dune,Goa,images/sample_0553_goa_dune.jpg,2025-09-15T00:39:26.547012,Baga Beach
SAMPLE_0554,21.15812,85.196455,0.51,medium,dune,Odisha,images/sample_0554_odisha_dune.jpg,2025-05-25T04:33:04.547026,Chandrabhaga Beach
SAMPLE_0555,20.246662,86.612453,1.97,coarse,berm,Odisha,images/sample_0555_odisha_berm.jpg,2025-04-11T06:30:23.547041,Gopalpur Beach
SAMPLE_0556,19.630734,85.454627,1.0,coarse,intertidal,Odisha,images/sample_0556_odisha_intertidal.jpg,2025-08-13T02:58:15.547056,Gopalpur Beach
SAMPLE_0557,13.021216,92.613233,1.98,coarse,dune,Andaman,images/sample_0557_andaman_dune.jpg,2025-09-18T08:17:45.547072,Radhanagar Beach
SAMPLE_0558,20.016877,86.221847,0.2,fine,berm,Odisha,images/sample_0558_odisha_berm.jpg,2025-09-15T13:08:25.547093,Chandrabhaga Beach
SAMPLE_0559,12.021039,92.901218,1.7,coarse,berm,Andaman,images/sample_0559_andaman_berm.jpg,2025-08-20T23:09:38.547109,Kalapathar Beach
SAMPLE_0560,17.720488,83.354602,0.95,medium,berm,Vizag,images/sample_0560_vizag_berm.jpg,2025-09-19T01:24:50.547124,Yarada Beach
SAMPLE_0561,10.901125,77.023883,0.78,medium,dune,Kerala,images/sample_0561_kerala_dune.jpg,2025-05-18T21:33:41.547138,Varkala Beach
SAMPLE_0562,15.206494,74.01057,0.95,medium,berm,Goa,images/sample_0562_goa_berm.jpg,2025-04-06T21:02:04.547152,Calangute Beach
SAMPLE_0563,11.512885,74.953508,1.16,coarse,dune,Kerala,images/sample_0563_kerala_dune.jpg,2025-04-07T13:05:06.547167,Kovalam Beach
SAMPLE_0564,15.301328,73.895821,1.06,coarse,berm,Goa,images/sample_0564_goa_berm.jpg,2025-07-04T07:25:00.547181,Calangute Beach
SAMPLE_0565,15.607232,73.991534,1.62,coarse,berm,Goa,images/sample_0565_goa_berm.jpg,2025-06-07T07:47:02.547196,Anjuna Beach
SAMPLE_0566,21.207251,87.237803,0.72,medium,dune,Odisha,images/sample_0566_odisha_dune.jpg,2025-04-21T18:54:42.547211,Puri Beach
SAMPLE_0567,22.636442,71.170037,1.46,coarse,intertidal,Gujarat,images/sample_0567_gujarat_intertidal.jpg,2025-06-01T03:36:44.547225,Mandvi Beach
SAMPLE_0568,12.9772,80.258939,1.6,coarse,intertidal,Chennai,images/sample_0568_chennai_intertidal.jpg,2025-06-13T15:49:44.547240,Marina Beach
SAMPLE_0569,11.085093,92.262927,1.75,coarse,intertidal,Andaman,images/sample_0569_andaman_intertidal.jpg,2025-04-12T11:45:09.547255,Kalapathar Beach
SAMPLE_0570,12.814876,80.128156,1.18,coarse,berm,Chennai,images/sample_0570_chennai_berm.jpg,2025-06-04T03:26:09.547269,Elliot Beach
SAMPLE_0571,20.427183,72.047238,1.96,coarse,berm,Gujarat,images/sample_0571_gujarat_berm.jpg,2025-07-20T22:51:13.547282,Somnath Beach
SAMPLE_0572,12.55782,75.141241,1.41,coarse,dune,Kerala,images/sample_0572_kerala_dune.jpg,2025-09-07T03:28:08.547296,Marari Beach
SAMPLE_0573,20.646846,71.909311,1.89,coarse,berm,Gujarat,images/sample_0573_gujarat_berm.jpg,2025-07-04T11:40:28.547311,Chorwad Beach
SAMPLE_0574,10.921013,93.350713,1.8,coarse,dune,Andaman,images/sample_0574_andaman_dune.jpg,2025-08-10T14:47:56.547325,Elephant Beach
SAMPLE_0575,19.410185,85.894402,1.48,coarse,dune,Odisha,images/sample_0575_odisha_dune.jpg,2025-05-20T09:34:15.547341,Puri Beach
SAMPLE_0576,21.42605,69.029382,0.85,medium,berm,Gujarat,images/sample_0576_gujarat_berm.jpg,2025-07-22T04:20:59.547355,Somnath Beach
SAMPLE_0577,15.697106,73.941626,1.97,coarse,intertidal,Goa,images/sample_0577_goa_intertidal.jpg,2025-05-26T22:59:40.547370,Calangute Beach
SAMPLE_0578,10.146462,76.983311,0.49,fine,berm,Kerala,images/sample_0578_kerala_berm.jpg,2025-04-11T01:04:21.547385,Marari Beach
SAMPLE_0579,13.129024,80.121755,0.49,fine,dune,Chennai,images/sample_0579_chennai_dune.jpg,2025-04-19T09:40:57.547400,Covelong Beach
SAMPLE_0580,12.910816,80.289828,0.86,medium,intertidal,Chennai,images/sample_0580_chennai_intertidal.jpg,2025-08-21T06:21:55.547415,Marina Beach
SAMPLE_0581,12.462476,93.013582,1.86,coarse,dune,Andaman,images/sample_0581_andaman_dune.jpg,2025-07-11T03:10:17.547429,Elephant Beach
SAMPLE_0582,15.4686,73.881914,1.62,coarse,berm,Goa,images/sample_0582_goa_berm.jpg,2025-06-26T12:10:17.547445,Palolem Beach
SAMPLE_0583,12.981604,80.182981,1.44,coarse,dune,Chennai,images/sample_0583_chennai_dune.jpg,2025-05-17T06:48:17.547460,Covelong Beach
SAMPLE_0584,13.64867,92.675324,1.62,coarse,intertidal,Andaman,images/sample_0584_andaman_intertidal.jpg,2025-07-12T10:09:59.547475,Elephant Beach
SAMPLE_0585,9.82254,76.33048,1.06,coarse,dune,Kerala,images/sample_0585_kerala_dune.jpg,2025-04-03T02:51:13.547490,Kovalam Beach
SAMPLE_0586,20.508564,69.143695,0.2,fine,dune,Gujarat,images/sample_0586_gujarat_dune.jpg,2025-08-18T10:32:03.547504,Somnath Beach
SAMPLE_0587,12.48617,92.98316,1.06,coarse,berm,Andaman,images/sample_0587_andaman_berm.jpg,2025-05-06T11:41:24.547519,Radhanagar Beach
SAMPLE_0588,12.453851,93.220792,0.32,fine,dune,Andaman,images/sample_0588_andaman_dune.jpg,2025-08-01T07:07:09.547534,Elephant Beach
SAMPLE_0589,20.181444,68.762167,1.4,coarse,berm,Gujarat,images/sample_0589_gujarat_berm.jpg,2025-06-20T14:41:03.547549,Mandvi Beach
SAMPLE_0590,20.050354,86.009467,1.93,coarse,intertidal,Odisha,images/sample_0590_odisha_intertidal.jpg,2025-07-25T07:18:21.547564,Puri Beach
SAMPLE_0591,15.746202,74.148959,0.64,medium,intertidal,Goa,images/sample_0591_goa_intertidal.jpg,2025-09-08T19:18:35.547579,Calangute Beach
SAMPLE_0592,10.473549,76.791981,1.14,coarse,intertidal,Kerala,images/sample_0592_kerala_intertidal.jpg,2025-04-16T05:29:56.547596,Kovalam Beach
SAMPLE_0593,21.339297,85.204387,0.2,fine,dune,Odisha,images/sample_0593_odisha_dune.jpg,2025-07-31T18:43:27.547610,Puri Beach
SAMPLE_0594,21.650157,72.49733,1.79,coarse,berm,Gujarat,images/sample_0594_gujarat_berm.jpg,2025-07-31T16:50:34.547626,Somnath Beach
SAMPLE_0595,13.156896,80.182315,1.01,coarse,dune,Chennai,images/sample_0595_chennai_dune.jpg,2025-09-10T03:35:40.547641,Marina Beach
SAMPLE_0596,20.736878,69.490345,0.83,medium,dune,Gujarat,images/sample_0596_gujarat_dune.jpg,2025-07-21T06:21:27.547657,Mandvi Beach
SAMPLE_0597,21.766368,71.796398,0.75,medium,intertidal,Gujarat,images/sample_0597_gujarat_intertidal.jpg,2025-06-22T20:00:17.547672,Chorwad Beach
SAMPLE_0598,19.560762,86.297037,1.99,coarse,intertidal,Odisha,images/sample_0598_odisha_intertidal.jpg,2025-06-14T02:50:40.547687,Chandrabhaga Beach
SAMPLE_0599,12.894652,80.217794,0.76,medium,dune,Chennai,images/sample_0599_chennai_dune.jpg,2025-09-20T23:00:27.547702,Covelong Beach
SAMPLE_0600,15.392131,73.847322,0.98,medium,dune,Goa,images/sample_0600_goa_dune.jpg,2025-09-13T08:28:10.547736,Baga Beach
SAMPLE_0601,20.29844,86.624654,1.09,coarse,intertidal,Odisha,images/sample_0601_odisha_intertidal.jpg,2025-05-17T16:36:51.547751,Puri Beach
SAMPLE_0602,13.566324,93.135347,0.8,medium,dune,Andaman,images/sample_0602_andaman_dune.jpg,2025-09-17T03:09:04.547766,Kalapathar Beach
SAMPLE_0603,20.544735,86.647931,1.84,coarse,berm,Odisha,images/sample_0603_odisha_berm.jpg,2025-04-07T19:37:34.547781,Gopalpur Beach
SAMPLE_0604,19.828579,87.074981,0.85,medium,intertidal,Odisha,images/sample_0604_odisha_intertidal.jpg,2025-04-08T18:56:58.547796,Chandrabhaga Beach
SAMPLE_0605,11.911587,92.332026,1.9,coarse,berm,Andaman,images/sample_0605_andaman_berm.jpg,2025-05-25T22:12:09.547812,Kalapathar Beach
SAMPLE_0606,9.996224,75.742995,1.95,coarse,intertidal,Kerala,images/sample_0606_kerala_intertidal.jpg,2025-06-16T07:47:16.547827,Kovalam Beach
SAMPLE_0607,21.050566,71.252111,0.85,medium,berm,Gujarat,images/sample_0607_gujarat_berm.jpg,2025-08-15T13:54:22.547843,Mandvi Beach
SAMPLE_0608,22.15607,71.244825,0.3,fine,berm,Gujarat,images/sample_0608_gujarat_berm.jpg,2025-06-15T14:48:12.547894,Chorwad Beach
SAMPLE_0609,21.082243,71.561361,1.03,coarse,dune,Gujarat,images/sample_0609_gujarat_dune.jpg,2025-07-13T02:56:51.547912,Chorwad Beach
SAMPLE_0610,22.737088,71.540232,1.28,coarse,dune,Gujarat,images/sample_0610_gujarat_dune.jpg,2025-08-12T22:57:10.547927,Chorwad Beach
SAMPLE_0611,8.591865,75.108911,0.44,fine,dune,Kerala,images/sample_0611_kerala_dune.jpg,2025-05-28T06:39:15.547942,Kovalam Beach
SAMPLE_0612,20.807411,68.800468,1.92,coarse,berm,Gujarat,images/sample_0612_gujarat_berm.jpg,2025-09-19T21:35:39.547958,Chorwad Beach
SAMPLE_0613,15.473729,74.019051,0.76,medium,berm,Goa,images/sample_0613_goa_berm.jpg,2025-04-16T02:59:33.547973,Baga Beach
